938,1446399363,100.29,"Leola.Yadon@duke.edu",88
467,1446577475,100.33,"Cindi.Klahn@duke.edu",467
243,1446482624,100.59,"Lavina.Coger@duke.edu",243
819,1446535572,100.62,"Lisbeth.Burditt@duke.edu",119
304,1446486900,100.89,"Melinda.Hearon@duke.edu",304
1070,1446675077,101.59,"Virgina.Mister@duke.edu",40
280,1446371295,101.9,"Gearldine.Blumer@duke.edu",280
836,1446420949,102.12,"Christina.Reisinger@duke.edu",136
287,1446500148,102.72,"Filomena.Russum@duke.edu",287
683,1446372648,103.05,"Kathy.Shreiner@duke.edu",183
277,1446439707,103.47,"Nakita.Partee@duke.edu",277
1117,1446709028,103.71,"Silvia.Neblett@duke.edu",7
443,1446366456,104.14,"Karma.Lettieri@duke.edu",443
1123,1446512436,104.2,"Carmel.Cottle@duke.edu",13
409,1446554781,104.36,"Hong.Mellor@duke.edu",409
697,1446559055,105.01,"Jay.Fleeman@duke.edu",197
446,1446579451,105.07,"Janice.Glasco@duke.edu",446
1013,1446558845,105.14,"Kathy.Shreiner@duke.edu",63
680,1446434085,105.31,"Jennifer.Andino@duke.edu",180
272,1446560527,105.32,"Tona.Gardin@duke.edu",272
459,1446490332,105.43,"Wilma.Falkowski@duke.edu",459
498,1446589866,106.03,"Lana.Creamer@duke.edu",498
336,1446425552,106.17,"Shakia.Breese@duke.edu",336
228,1446537880,106.22,"Salome.Nale@duke.edu",228
1101,1446515017,106.27,"Laurence.Pottinger@duke.edu",21
405,1446380432,106.28,"Charlena.Regina@duke.edu",405
414,1446542502,106.32,"Anderson.Croney@duke.edu",414
244,1446388417,106.45,"Israel.Odowd@duke.edu",244
949,1446466972,107.05,"Selina.Riney@duke.edu",99
474,1446348129,107.32,"Lura.Patnaude@duke.edu",474
390,1446392929,107.54,"Hubert.Stacey@duke.edu",390
1113,1446547227,107.65,"Tiffaney.Alanis@duke.edu",3
847,1446490586,107.99,"Jay.Fleeman@duke.edu",147
665,1446358259,108.31,"Marshall.Yoakum@duke.edu",165
430,1446503634,108.33,"Dorie.Hollingsworth@duke.edu",430
263,1446363094,108.44,"Season.Eskew@duke.edu",263
404,1446489225,109.41,"Gerardo.Finamore@duke.edu",404
1066,1446508735,109.45,"Jasmine.Sutterfield@duke.edu",36
682,1446595879,109.57,"Page.Severns@duke.edu",182
411,1446548643,109.66,"Olympia.Enciso@duke.edu",411
343,1446595557,109.98,"Adeline.Satcher@duke.edu",343
663,1446468843,110.16,"Long.Youmans@duke.edu",163
275,1446578964,110.64,"Alberta.Aliff@duke.edu",275
492,1446509980,111.14,"Rosemary.Gest@duke.edu",492
395,1446419569,111.68,"Gregory.Click@duke.edu",395
1111,1446487832,112.74,"Jonna.Mantooth@duke.edu",1
831,1446601134,112.87,"Mary.Jane@duke.edu",131
472,1446372579,112.97,"Earle.Polanco@duke.edu",472
246,1446519493,113.05,"Annie.Keep@duke.edu",246
350,1446493171,113.74,"Kala.Shumpert@duke.edu",350
355,1446536362,113.84,"Yoshiko.Ulery@duke.edu",355
245,1446392515,114.06,"Bernardina.Duncan@duke.edu",245
1076,1446584981,114.1,"Pauline.Stoney@duke.edu",46
844,1446547586,114.23,"Cammie.Foor@duke.edu",144
236,1446374063,114.38,"Armandina.Schwab@duke.edu",236
432,1446444245,114.53,"Latashia.Matte@duke.edu",432
230,1446400668,114.65,"Felicidad.Feuerstein@duke.edu",230
943,1446608269,114.67,"Kathyrn.Litman@duke.edu",93
255,1446578906,114.99,"Sheldon.Liebel@duke.edu",255
460,1446407470,115.24,"Loan.Krob@duke.edu",460
403,1446397064,115.37,"Genevieve.Fulton@duke.edu",403
681,1446604070,115.44,"Mary.Jane@duke.edu",181
465,1446509886,115.57,"Marshall.Yoakum@duke.edu",465
