1,"123",2015-11-30 19:00:00,FALSE,"Grace","Carpenter","Grace.Carpenter@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"GCarpenter"
2,"123",2015-11-30 19:00:00,FALSE,"Lana","Creamer","Lana.Creamer@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"LCreamer"
3,"123",2015-11-30 19:00:00,FALSE,"Marsha","Decker","Marsha.Decker@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"MDecker"
4,"123",2015-11-30 19:00:00,FALSE,"Jo","Dick","Jo.Dick@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"JDick"
5,"123",2015-11-30 19:00:00,FALSE,"Rosemary","Gest","Rosemary.Gest@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"RGest"
6,"123",2015-11-30 19:00:00,FALSE,"Cindy","Hayes","Cindy.Hayes@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"CHayes"
7,"123",2015-11-30 19:00:00,FALSE,"Paula","Kaiser","Paula.Kaiser@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"PKaiser"
8,"123",2015-11-30 19:00:00,FALSE,"Kim","Nymeyer","Kim.Nymeyer@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"KNymeyer"
9,"123",2015-11-30 19:00:00,FALSE,"Christina","Reisinger","Christina.Reisinger@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"CReisinger"
10,"123",2015-11-30 19:00:00,FALSE,"John","Schoonover","John.Schoonover@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"JSchoonover"
11,"123",2015-11-30 19:00:00,FALSE,"Kathy","Shreiner","Kathy.Shreiner@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"KShreiner"
12,"123",2015-11-30 19:00:00,FALSE,"Mary","Jane","Mary.Jane@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"MJane"
13,"123",2015-11-30 19:00:00,FALSE,"Matthew","Tschetter","Matthew.Tschetter@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"MTschetter"
14,"123",2015-11-30 19:00:00,FALSE,"Angela","Wireman","Angela.Wireman@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"AWireman"
15,"123",2015-11-30 19:00:00,FALSE,"Linda","Yoder","Linda.Yoder@duke.edu",FALSE,TRUE,2015-11-25 19:00:00,"LYoder"
