1,1446347523,"New",1,1,112.49,"Diane.Fang@duke.edu",92.49,1,"26515628",""
2,1446362438,"New",1,1,92.09,"Nakita.Berrios@duke.edu",72.09,1,"30020786",""
3,1446267731,"New",1,1,109.25,"Ramon.Lige@duke.edu",89.25,1,"30350840",""
4,1446281210,"New",1,1,87.04,"Kendrick.Waterfield@duke.edu",67.04,1,"70109109",""
5,1446483518,"New",1,1,137.65,"Becky.Ayer@duke.edu",117.65,1,"70311366",""
6,1446338745,"New",1,1,54.43,"Lakia.Daniell@duke.edu",34.43,1,"70350485",""
7,1446555324,"New",1,1,105.92,"Kendall.Matos@duke.edu",85.92,1,"007035958X",""
8,1446299155,"New",1,1,158.18,"Skye.Peugh@duke.edu",138.18,1,"70393605",""
9,1446570137,"New",1,1,127.56,"Lakeisha.Korhonen@duke.edu",107.56,1,"70418780",""
10,1446396781,"New",1,1,77.68,"Lane.Mcilvain@duke.edu",57.68,1,"007054235X",""
11,1446459686,"New",1,1,80.52,"Deloras.Modisette@duke.edu",60.52,1,"72294337",""
12,1446433774,"New",1,1,65.78,"Vernita.Lopinto@duke.edu",45.78,1,"72299908",""
13,1446332776,"New",1,1,105.36,"Tatiana.Hollabaugh@duke.edu",85.36,1,"007231592X",""
14,1446432287,"New",1,1,149.84,"Soon.Kennell@duke.edu",129.84,1,"72321113",""
15,1446430552,"New",1,1,169.64,"Doretta.Westergard@duke.edu",149.64,1,"72339705","For ECON673"
16,1446327652,"New",1,1,161.55,"Abbie.Hagerman@duke.edu",141.55,1,"72345535",""
17,1446288001,"New",1,1,130.08,"Lakiesha.Rome@duke.edu",110.08,1,"72348984",""
18,1446239266,"New",1,1,98.8,"Tena.Goosby@duke.edu",78.8,1,"72350539",""
19,1446455916,"New",1,1,44.94,"Bertram.Lafond@duke.edu",24.94,1,"72380322",""
20,1446474534,"New",1,1,122.84,"Linh.Rask@duke.edu",102.84,1,"72385790",""
21,1446306848,"New",1,1,108.17,"Nicolas.Bolduc@duke.edu",88.17,1,"72392665",""
22,1446377638,"New",1,1,96.34,"Alaine.Mackey@duke.edu",76.34,1,"72398876",""
23,1446334068,"New",1,1,63.44,"Elina.Hong@duke.edu",43.44,1,"72402318",""
24,1446390518,"New",1,1,98.59,"Sabine.Sowa@duke.edu",78.59,1,"72406550",""
25,1446325770,"New",1,1,124.27,"Georgia.Necessary@duke.edu",104.27,1,"72431881",""
26,1446483311,"New",1,1,51.05,"Evangeline.Gokey@duke.edu",31.05,1,"72432020",""
27,1446286099,"New",1,1,52.03,"Judy.Shahan@duke.edu",32.03,1,"72437316",""
28,1446334085,"New",1,1,59.4,"Shira.Shumake@duke.edu",39.4,1,"72448482",""
