7,1446588428,86.71,"Silvia.Neblett@duke.edu",7
10,1446551576,60.03,"Amee.Flinchbaugh@duke.edu",10
13,1446391836,87.2,"Carmel.Cottle@duke.edu",13
31,1446357096,45.32,"Arielle.Blais@duke.edu",31
32,1446412394,40.34,"John.Schoonover@duke.edu",32
38,1446586496,78.27,"Cletus.Jager@duke.edu",38
78,1446537460,143.12,"Jean.Harbuck@duke.edu",78
79,1446566137,70.54,"Willard.Cherry@duke.edu",79
87,1446373420,47.38,"Karole.Chronister@duke.edu",87
90,1446566616,75.41,"Ricki.Eckart@duke.edu",90
123,1446560094,73.21,"Cheri.Dukes@duke.edu",123
137,1446465920,57.86,"Elza.Shirey@duke.edu",137
167,1446445518,55.4,"Joannie.Oldfield@duke.edu",167
168,1446523345,72.26,"Allie.Meller@duke.edu",168
169,1446498775,49.26,"Clorinda.Burrows@duke.edu",169
223,1446455933,43.57,"Janel.Mee@duke.edu",223
231,1446498975,41.63,"Hugh.Puskar@duke.edu",231
244,1446388417,106.45,"Israel.Odowd@duke.edu",244
245,1446392515,114.06,"Bernardina.Duncan@duke.edu",245
254,1446554328,84.81,"Herlinda.Dendy@duke.edu",254
300,1446388198,134.97,"Aide.Plummer@duke.edu",300
337,1446410445,115.9,"Sherlene.Lanphere@duke.edu",337
350,1446493171,113.74,"Kala.Shumpert@duke.edu",350
357,1446427700,62.98,"Avril.Whetzel@duke.edu",357
365,1446439968,90.5,"Lean.Lazarus@duke.edu",365
373,1446419502,127.78,"Yon.Kenan@duke.edu",373
392,1446521959,149.53,"Hiram.Ramthun@duke.edu",392
415,1446496113,57.14,"Brande.Saltz@duke.edu",415
416,1446552744,96.87,"Reanna.Morman@duke.edu",416
419,1446411438,43.8,"Breana.Runkle@duke.edu",419
439,1446528237,128.71,"Tyler.Pedrick@duke.edu",439
462,1446581555,42.83,"Bernard.Bown@duke.edu",462
473,1446593878,115.81,"Julio.Searls@duke.edu",473
498,1446589866,106.03,"Lana.Creamer@duke.edu",498
209,1446550087,143.72,"Latrina.Ertle@duke.edu",209
210,1446521421,54.72,"Desire.Getman@duke.edu",210
211,1446378253,60.74,"Terrilyn.Sarabia@duke.edu",211
212,1446382161,98.24,"Alvin.Joesph@duke.edu",212
213,1446475534,89.56,"Johna.Willeford@duke.edu",213
214,1446447706,27.67,"Doreen.Milledge@duke.edu",214
215,1446435420,59.86,"Soledad.Oglesbee@duke.edu",215
216,1446513251,73.1,"Malika.Pouliot@duke.edu",216
217,1446505061,54.83,"Clarissa.Pannone@duke.edu",217
218,1446541927,53.97,"Katharine.Bucher@duke.edu",218
219,1446394474,90.98,"Art.Diniz@duke.edu",219
220,1446490738,136.54,"Patrice.Ryland@duke.edu",220
221,1446498938,98.54,"Lindsay.Szabo@duke.edu",221
222,1446345340,140.55,"Colton.Mikelson@duke.edu",222
224,1446521475,56.02,"Kathline.Cornelius@duke.edu",224
225,1446462087,88.9,"Karl.Province@duke.edu",225
226,1446507149,118.38,"Francene.Boone@duke.edu",226
227,1446490766,71.6,"Shon.Wert@duke.edu",227
228,1446537880,106.22,"Salome.Nale@duke.edu",228
229,1446539930,66.98,"Selma.Burrows@duke.edu",229
230,1446400668,114.65,"Felicidad.Feuerstein@duke.edu",230
232,1446591141,47.21,"Delorse.Tolar@duke.edu",232
233,1446501489,40.55,"Sherrill.Emily@duke.edu",233
234,1446355625,24.38,"Emeline.Auston@duke.edu",234
235,1446539947,138.01,"Danyelle.Cai@duke.edu",235
236,1446374063,114.38,"Armandina.Schwab@duke.edu",236
237,1446470320,128.41,"Silvia.Schisler@duke.edu",237
238,1446390386,59.02,"Agustin.Metayer@duke.edu",238
239,1446431414,77.09,"Jana.Archambault@duke.edu",239
240,1446538697,149.56,"Kirstie.Mincks@duke.edu",240
241,1446435513,129.29,"Antonina.Riser@duke.edu",241
242,1446417086,97.77,"Shirl.Pfeiffer@duke.edu",242
243,1446482624,100.59,"Lavina.Coger@duke.edu",243
246,1446519493,113.05,"Annie.Keep@duke.edu",246
247,1446382278,135.54,"Malinda.Santoyo@duke.edu",247
248,1446415051,59.24,"Digna.Toribio@duke.edu",248
249,1446419151,30.48,"Lashell.Waechter@duke.edu",249
250,1446501075,122.54,"Valeria.Fegan@duke.edu",250
251,1446582996,95.37,"Tawna.Gillett@duke.edu",251
252,1446578638,40.11,"Audra.Frix@duke.edu",252
253,1446556375,118.49,"Herb.Lembke@duke.edu",253
255,1446578906,114.99,"Sheldon.Liebel@duke.edu",255
256,1446406875,68.7,"Babara.Towler@duke.edu",256
257,1446489210,36.75,"Shannon.Nieto@duke.edu",257
258,1446462174,43.75,"Bobby.Ryer@duke.edu",258
259,1446400738,122.82,"Melissia.Philippi@duke.edu",259
260,1446566946,50.16,"Marguerita.Vanhook@duke.edu",260
261,1446521572,58.51,"Amado.Wolanski@duke.edu",261
262,1446468390,121.79,"Alla.Tenenbaum@duke.edu",262
263,1446363094,108.44,"Season.Eskew@duke.edu",263
264,1446556398,63.82,"Kathie.Chaffins@duke.edu",264
265,1446472438,129.54,"Celestina.Weiss@duke.edu",265
266,1446585081,45.67,"Krishna.Goshorn@duke.edu",266
267,1446382338,40.31,"Charlette.Lieu@duke.edu",267
268,1446429483,126.53,"Demarcus.Vinzant@duke.edu",268
269,1446340674,118.14,"Skye.Stahl@duke.edu",269
270,1446445527,80.77,"Alena.Giraldo@duke.edu",270
271,1446363917,148.63,"Lashunda.Coderre@duke.edu",271
272,1446560527,105.32,"Tona.Gardin@duke.edu",272
273,1446382354,24.85,"Georgia.Hoyte@duke.edu",273
274,1446460179,140.74,"Scarlett.Hillin@duke.edu",274
275,1446578964,110.64,"Alberta.Aliff@duke.edu",275
276,1446472469,42.18,"Arline.Sutherlin@duke.edu",276
277,1446439707,103.47,"Nakita.Partee@duke.edu",277
278,1446535965,59.8,"Raguel.Wynn@duke.edu",278
279,1446486817,129.39,"Eric.Threet@duke.edu",279
280,1446371295,101.9,"Gearldine.Blumer@duke.edu",280
281,1446470442,118.38,"Josiah.Cantero@duke.edu",281
282,1446587527,145.36,"Candelaria.Buchler@duke.edu",282
283,1446343470,44.09,"Cheree.Noles@duke.edu",283
284,1446487176,84.41,"Tish.Tickle@duke.edu",284
285,1446542134,89.16,"Emilio.Tsan@duke.edu",285
286,1446383753,75.3,"Twila.Wahlen@duke.edu",286
287,1446500148,102.72,"Filomena.Russum@duke.edu",287
288,1446503226,29.01,"Garth.Earhart@duke.edu",288
289,1446433596,44.98,"Nettie.Krogh@duke.edu",289
290,1446390592,137.8,"Dian.Butters@duke.edu",290
291,1446382390,48.32,"Tracie.Zirkle@duke.edu",291
292,1446431558,136.02,"Dakota.Bossi@duke.edu",292
293,1446415841,84.95,"Ona.Tarantino@duke.edu",293
294,1446523726,128.62,"Leesa.Rommel@duke.edu",294
295,1446560592,144.23,"Leona.Kimpel@duke.edu",295
296,1446558549,31.44,"Jackie.Eger@duke.edu",296
297,1446435675,79.81,"Laurence.Pottinger@duke.edu",297
298,1446562618,137.11,"Evelina.Koogler@duke.edu",298
299,1446503267,47.07,"Desmond.Rupp@duke.edu",299
301,1446349671,118.47,"Brande.Duffey@duke.edu",301
302,1446497133,55.43,"Katrice.Jang@duke.edu",302
303,1446407023,26.67,"Robt.Hodes@duke.edu",303
304,1446486900,100.89,"Melinda.Hearon@duke.edu",304
305,1446447989,54.58,"Emely.Theroux@duke.edu",305
306,1446478715,151.58,"Lulu.Rubi@duke.edu",306
307,1446580373,119.43,"Anjelica.Markert@duke.edu",307
308,1446380417,77.03,"Jovita.Bowersox@duke.edu",308
309,1446446913,99.85,"Kip.Shawgo@duke.edu",309
310,1446472587,39.95,"Yuki.Brassard@duke.edu",310
311,1446390668,68.8,"Bethany.Montrose@duke.edu",311
312,1446527887,85.21,"Lynne.Starr@duke.edu",312
313,1446405008,39.68,"Everette.Fishel@duke.edu",313
314,1446423441,77.77,"Jalisa.Cripps@duke.edu",314
315,1446398693,28.53,"Claretta.Sherman@duke.edu",315
316,1446556566,87.68,"Aubrey.Wiseley@duke.edu",316
317,1446454167,73.7,"Colby.Oshiro@duke.edu",317
318,1446454171,69.97,"Alyce.Tunney@duke.edu",318
319,1446339484,83.78,"Domingo.Chesnutt@duke.edu",319
320,1446591389,138.9,"Terri.Canaday@duke.edu",320
321,1446591390,96.84,"Julie.Korth@duke.edu",321
322,1446402975,128.7,"Inger.Calnan@duke.edu",322
323,1446556577,62.49,"Dolly.Brainard@duke.edu",323
324,1446394786,32.96,"Adelle.Lessman@duke.edu",324
325,1446576909,30.4,"Sharon.Schuch@duke.edu",325
326,1446417319,36.04,"Roselle.Coard@duke.edu",326
327,1446460334,75.43,"Rodger.Goodloe@duke.edu",327
328,1446515631,118.05,"Kirsten.Kaestner@duke.edu",328
329,1446474672,65.42,"Classie.Surratt@duke.edu",329
330,1446566834,138.73,"Madonna.Olea@duke.edu",330
331,1446554547,96.48,"Magen.Petrus@duke.edu",331
332,1446433269,119.53,"Jeffry.Dickinson@duke.edu",332
333,1446450113,25.78,"Anya.Bartol@duke.edu",333
334,1446491080,98.71,"Shae.Tenorio@duke.edu",334
335,1446396875,44.77,"Cherie.Doggett@duke.edu",335
336,1446425552,106.17,"Shakia.Breese@duke.edu",336
338,1446436686,31.84,"Angelic.Direnzo@duke.edu",338
339,1446427606,140.11,"Charleen.Shiley@duke.edu",339
340,1446411225,62.08,"Kiera.Molinari@duke.edu",340
341,1446368223,92.98,"Audria.Wurster@duke.edu",341
342,1446411232,36.31,"Brent.Bowman@duke.edu",342
343,1446595557,109.98,"Adeline.Satcher@duke.edu",343
344,1446495207,22.99,"Nan.Persinger@duke.edu",344
345,1446472681,26.81,"Roscoe.Flansburg@duke.edu",345
346,1446552556,82.54,"April.Capers@duke.edu",346
347,1446459901,37.85,"Lissette.Keithley@duke.edu",347
348,1446544552,66.45,"Digna.Noone@duke.edu",348
349,1446419442,80.52,"Pearline.Bosak@duke.edu",349
351,1446595572,130,"Londa.Gadison@duke.edu",351
352,1446513654,138.83,"Dallas.Boelter@duke.edu",352
353,1446411255,49.06,"Barbra.Podesta@duke.edu",353
354,1446487034,84.93,"Dawna.Bost@duke.edu",354
355,1446536362,113.84,"Yoshiko.Ulery@duke.edu",355
356,1446403070,125.52,"Kristel.Counce@duke.edu",356
358,1446454283,83.12,"Jenna.Moulden@duke.edu",358
359,1446366870,63.99,"Monroe.Hyde@duke.edu",359
360,1446433810,122.24,"Dara.Pressler@duke.edu",360
361,1446571029,81.88,"Jerlene.Wachter@duke.edu",361
362,1446341659,51.75,"Milda.Brant@duke.edu",362
363,1446528030,29.75,"Geri.Kluth@duke.edu",363
364,1446551045,59.59,"Jennifer.Perrotti@duke.edu",364
366,1446436362,122.28,"Dorthea.Vantrease@duke.edu",366
367,1446435877,63.19,"Tawanda.Loza@duke.edu",367
368,1446405160,70.16,"Marilou.Pahl@duke.edu",368
369,1446433834,124.19,"Kaci.Baylis@duke.edu",369
370,1446497799,127.45,"Harry.Stegall@duke.edu",370
371,1446435884,25.47,"Margit.Ton@duke.edu",371
372,1446505517,63.46,"Jaqueline.Hickson@duke.edu",372
374,1446407215,24.3,"Britni.Larochelle@duke.edu",374
375,1446505524,84.6,"Clarine.Summerfield@duke.edu",375
376,1446372409,92.59,"Lakisha.Torres@duke.edu",376
377,1446497341,74.9,"Maryrose.Mollica@duke.edu",377
378,1446476862,80.59,"Adrienne.Paniagua@duke.edu",378
379,1446403136,36.77,"Rochell.Maxey@duke.edu",379
380,1446378561,34.12,"Ossie.Beckley@duke.edu",380
381,1446370370,51.84,"Desiree.Christman@duke.edu",381
382,1446544451,58.66,"Sona.Tomlin@duke.edu",382
383,1446487109,98.43,"Alessandra.Carbone@duke.edu",383
384,1446399046,38.92,"Doris.Swindell@duke.edu",384
385,1446476872,119.55,"Lucille.Taggert@duke.edu",385
386,1446466643,134.39,"Laurene.Arvizu@duke.edu",386
387,1446347861,152.65,"Freeman.Mccaleb@duke.edu",387
388,1446454457,122.41,"Mabel.Pitman@duke.edu",388
389,1446593381,124.49,"Dayna.Kull@duke.edu",389
390,1446392929,107.54,"Hubert.Stacey@duke.edu",390
391,1446462565,153.21,"Deane.Estabrook@duke.edu",391
393,1446589300,49.24,"Anastasia.Linnell@duke.edu",393
394,1446454382,27.8,"Clarinda.Reagle@duke.edu",394
395,1446419569,111.68,"Gregory.Click@duke.edu",395
396,1446504638,55.46,"Isaias.Edge@duke.edu",396
397,1446339705,25.24,"Denna.Moctezuma@duke.edu",397
398,1446481018,21.82,"Lesia.Liddell@duke.edu",398
399,1446380671,137.59,"Rhona.Hansen@duke.edu",399
400,1446401153,74.14,"Camie.Packard@duke.edu",400
401,1446421637,136.41,"Dane.Konrad@duke.edu",401
402,1446448263,129.53,"Elden.Shuster@duke.edu",402
403,1446397064,115.37,"Genevieve.Fulton@duke.edu",403
404,1446489225,109.41,"Gerardo.Finamore@duke.edu",404
405,1446380432,106.28,"Charlena.Regina@duke.edu",405
406,1446565741,22.22,"Rosina.Morriss@duke.edu",406
407,1446349968,61.47,"Olin.Gauna@duke.edu",407
408,1446341779,136.39,"Malka.Elie@duke.edu",408
409,1446554781,104.36,"Hong.Mellor@duke.edu",409
410,1446499720,78.29,"Bev.Zeman@duke.edu",410
411,1446548643,109.66,"Olympia.Enciso@duke.edu",411
412,1446504221,54.1,"Yesenia.Mathieson@duke.edu",412
413,1446345893,120.53,"Consuelo.Hannahs@duke.edu",413
414,1446542502,106.32,"Anderson.Croney@duke.edu",414
417,1446450716,136.88,"Salvador.Luther@duke.edu",417
418,1446569130,45.91,"Minna.Boaz@duke.edu",418
420,1446455155,61.29,"Shanell.Kaster@duke.edu",420
421,1446552757,148.17,"Billy.Dray@duke.edu",421
422,1446374260,53.61,"Tesha.Torrain@duke.edu",422
423,1446580767,116.33,"Kathryne.Littlefield@duke.edu",423
424,1446493372,94.02,"Zofia.Threatt@duke.edu",424
425,1446487229,94.06,"Marceline.Pitter@duke.edu",425
426,1446347966,140.87,"Morgan.Parenti@duke.edu",426
427,1446489283,57.58,"Ramiro.Hilger@duke.edu",427
428,1446399181,32.53,"Ria.Dejulio@duke.edu",428
429,1446454477,60.58,"Antonia.Rentz@duke.edu",429
430,1446503634,108.33,"Dorie.Hollingsworth@duke.edu",430
431,1446560980,79.74,"Patti.Prigge@duke.edu",431
432,1446444245,114.53,"Latashia.Matte@duke.edu",432
433,1446593751,71.36,"Claretha.Haith@duke.edu",433
434,1446567129,38.7,"Ngoc.Levert@duke.edu",434
435,1446431966,143.57,"Lola.Soria@duke.edu",435
436,1446479072,32.32,"Vanesa.Metzgar@duke.edu",436
