1,1446347523,"New",TRUE,TRUE,"",112.49,"Diane.Fang@duke.edu",92.49,TRUE,95.74,"26515628"
2,1446362438,"New",TRUE,TRUE,"",92.09,"Nakita.Berrios@duke.edu",72.09,TRUE,77.03,"30020786"
3,1446267731,"New",TRUE,TRUE,"",109.25,"Ramon.Lige@duke.edu",89.25,TRUE,90.65,"30350840"
4,1446281210,"New",TRUE,TRUE,"",87.04,"Kendrick.Waterfield@duke.edu",67.04,TRUE,71.78,"70109109"
5,1446483518,"New",TRUE,TRUE,"",137.65,"Becky.Ayer@duke.edu",117.65,TRUE,122.4,"70311366"
6,1446338745,"New",TRUE,TRUE,"",54.43,"Lakia.Daniell@duke.edu",34.43,TRUE,37.47,"70350485"
7,1446555324,"New",TRUE,TRUE,"",105.92,"Kendall.Matos@duke.edu",85.92,TRUE,86.71,"007035958X"
8,1446299155,"New",TRUE,TRUE,"",158.18,"Skye.Peugh@duke.edu",138.18,TRUE,142.39,"70393605"
9,1446570137,"New",TRUE,TRUE,"",127.56,"Lakeisha.Korhonen@duke.edu",107.56,TRUE,110.72,"70418780"
10,1446396781,"New",TRUE,TRUE,"",77.68,"Lane.Mcilvain@duke.edu",57.68,TRUE,60.03,"007054235X"
11,1446459686,"New",TRUE,TRUE,"",80.52,"Deloras.Modisette@duke.edu",60.52,TRUE,65.51,"72294337"
12,1446433774,"New",TRUE,TRUE,"",65.78,"Vernita.Lopinto@duke.edu",45.78,TRUE,47.19,"72299908"
13,1446332776,"New",TRUE,TRUE,"",105.36,"Tatiana.Hollabaugh@duke.edu",85.36,TRUE,87.2,"007231592X"
14,1446432287,"New",TRUE,TRUE,"",149.84,"Soon.Kennell@duke.edu",129.84,TRUE,132.85,"72321113"
15,1446430552,"New",TRUE,TRUE,"For ECON673",169.64,"Doretta.Westergard@duke.edu",149.64,TRUE,152.55,"72339705"
16,1446327652,"New",TRUE,TRUE,"",161.55,"Abbie.Hagerman@duke.edu",141.55,TRUE,143.29,"72345535"
17,1446288001,"New",TRUE,TRUE,"",130.08,"Lakiesha.Rome@duke.edu",110.08,TRUE,112.57,"72348984"
18,1446239266,"New",TRUE,TRUE,"",98.8,"Tena.Goosby@duke.edu",78.8,TRUE,80.11,"72350539"
19,1446455916,"New",TRUE,TRUE,"",44.94,"Bertram.Lafond@duke.edu",24.94,TRUE,28.39,"72380322"
20,1446474534,"New",TRUE,TRUE,"",122.84,"Linh.Rask@duke.edu",102.84,TRUE,103,"72385790"
21,1446306848,"New",TRUE,TRUE,"",108.17,"Nicolas.Bolduc@duke.edu",88.17,TRUE,90.27,"72392665"
22,1446377638,"New",TRUE,TRUE,"",96.34,"Alaine.Mackey@duke.edu",76.34,TRUE,78.98,"72398876"
23,1446334068,"New",TRUE,TRUE,"",63.44,"Elina.Hong@duke.edu",43.44,TRUE,47.49,"72402318"
24,1446390518,"New",TRUE,TRUE,"",98.59,"Sabine.Sowa@duke.edu",78.59,TRUE,79.06,"72406550"
25,1446325770,"New",TRUE,TRUE,"",124.27,"Georgia.Necessary@duke.edu",104.27,TRUE,105.34,"72431881"
26,1446483311,"New",TRUE,TRUE,"",51.05,"Evangeline.Gokey@duke.edu",31.05,TRUE,34.65,"72432020"
27,1446286099,"New",TRUE,TRUE,"",52.03,"Judy.Shahan@duke.edu",32.03,TRUE,34.33,"72437316"
28,1446334085,"New",TRUE,TRUE,"",59.4,"Shira.Shumake@duke.edu",39.4,TRUE,42.27,"72448482"
29,1446405366,"New",TRUE,TRUE,"",61.49,"Faustino.Delima@duke.edu",41.49,TRUE,46.25,"72452692"
30,1446230101,"New",TRUE,TRUE,"",118.56,"Ethan.Southwood@duke.edu",98.56,TRUE,102.35,"72460539"
31,1446313637,"New",TRUE,TRUE,"",63.77,"Carlotta.Schweitzer@duke.edu",43.77,TRUE,45.32,"007246352X"
32,1446338807,"New",TRUE,TRUE,"",55.95,"Amie.Cheesman@duke.edu",35.95,TRUE,40.34,"007246464X"
33,1446293027,"New",TRUE,TRUE,"",66.7,"Alix.Bixby@duke.edu",46.7,TRUE,50.13,"72465239"
34,1446405641,"New",TRUE,TRUE,"",143.95,"Migdalia.Sprvill@duke.edu",123.95,TRUE,126.11,"72465638"
35,1446252351,"New",TRUE,TRUE,"",100.62,"Wayne.Sorrels@duke.edu",80.62,TRUE,82.83,"72466855"
36,1446249861,"New",TRUE,TRUE,"",113.32,"Ariel.Brannon@duke.edu",93.32,TRUE,94.45,"72467509"
37,1446511911,"New",TRUE,TRUE,"",73.06,"Hollis.Rocchio@duke.edu",53.06,TRUE,55.48,"72468246"
38,1446553408,"New",TRUE,TRUE,"",96.53,"Awilda.Tunstall@duke.edu",76.53,TRUE,78.27,"007246836X"
39,1446244372,"New",TRUE,TRUE,"",166.12,"Alden.Golliday@duke.edu",146.12,TRUE,150.45,"72471468"
40,1446490640,"New",TRUE,TRUE,"",104.33,"Stanford.Hagerty@duke.edu",84.33,TRUE,86.59,"72478527"
41,1446439747,"New",TRUE,TRUE,"",68.26,"Britt.Kwak@duke.edu",48.26,TRUE,50.92,"72492953"
42,1446411891,"New",TRUE,TRUE,"",152.85,"Bobbye.Leavitt@duke.edu",132.85,TRUE,134.24,"72499389"
43,1446480250,"New",TRUE,TRUE,"",42.83,"Lanell.Glanton@duke.edu",22.83,TRUE,27.54,"72505036"
44,1446203152,"New",TRUE,TRUE,"",53.62,"Alexa.Acquaviva@duke.edu",33.62,TRUE,36.58,"72525231"
45,1446232132,"New",TRUE,TRUE,"",103.83,"Carrie.Verdugo@duke.edu",83.83,TRUE,84.6,"72528303"
46,1446369085,"New",TRUE,TRUE,"",117.68,"Scottie.Poissant@duke.edu",97.68,TRUE,99.1,"72534958"
47,1446466798,"New",TRUE,TRUE,"",147.87,"Neal.Woodburn@duke.edu",127.87,TRUE,131.39,"72819359"
48,1446385346,"New",TRUE,TRUE,"For ECON602",64.04,"Luciano.Madonia@duke.edu",44.04,TRUE,44.63,"72823402"
49,1446360823,"New",TRUE,TRUE,"",96.94,"Regena.Conner@duke.edu",76.94,TRUE,79.69,"72827416"
50,1446427523,"New",TRUE,TRUE,"",77.8,"Josh.Funk@duke.edu",57.8,TRUE,61.62,"72828803"
